morphospecies	ordered_vines	questionable	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
3_Vitis_cinerea	x164_588200	NA	0.112948	-0.163652	0.0350273	-0.0564472	-0.0123162	0.0164225	0.0167593	-0.0162916	0.0354364	0.00278466
3_Vitis_cinerea	x165_588205	NA	0.0918845	-0.116969	0.020569	-0.0321554	0.00960243	-0.0132885	-0.0185054	0.00963542	-0.0458648	-0.00714591
3_Vitis_cinerea	x166_588208	NA	0.108111	-0.151694	0.0341893	-0.0516599	-0.0101706	0.0127413	0.013333	-0.00974204	0.0301544	-0.000748322
3_Vitis_cinerea	x167_588220	NA	0.112301	-0.16428	0.0352056	-0.0546366	-0.0126666	0.0162944	0.018196	-0.0183922	0.0367396	0.00146377
3_Vitis_cinerea	x168_588222	NA	0.111531	-0.162384	0.0362811	-0.0538342	-0.0094624	0.0125405	0.0118643	-0.0108877	0.0293863	0.00168697
3_Vitis_cinerea	x169_588328	NA	0.111128	-0.15997	0.0364246	-0.0540199	-0.0125918	0.0136724	0.0166639	-0.0140262	0.0343092	0.00522597
3_Vitis_cinerea	x170_588329	NA	0.109112	-0.155187	0.0332696	-0.0513929	-0.00848221	0.0123627	0.0138726	-0.0109989	0.0297807	1.70E-05
3_Vitis_cinerea	x171_588352	NA	0.108999	-0.150352	0.0326373	-0.0491873	-0.0121011	0.0100408	0.0106093	-0.0107171	0.0254956	0.00157352
3_Vitis_cinerea	x172_588398	NA	0.108373	-0.154827	0.0324543	-0.0538184	-0.00944395	0.011143	0.0142197	-0.011401	0.0328105	-0.00161989
3_Vitis_cinerea	x173_588460	NA	0.109734	-0.157706	0.0367228	-0.0544122	-0.0112626	0.0127596	0.0124285	-0.0122238	0.0319422	0.00082778
3_Vitis_cinerea	x174_588460	NA	0.109841	-0.15769	0.035224	-0.0501874	-0.0114116	0.0105664	0.0100063	-0.0117943	0.0278755	0.000488814
3_Vitis_cinerea	x175_588460	NA	0.109668	-0.159253	0.0358592	-0.0556948	-0.00912192	0.0111449	0.0134216	-0.0141457	0.0331594	-0.00059412
3_Vitis_cinerea	x176_588460	NA	0.107861	-0.153546	0.0327091	-0.0488868	-0.00768095	0.00753842	0.0100893	-0.0144012	0.0254263	0.00187115
3_Vitis_cinerea	x177_588575	NA	0.101824	-0.144756	0.0325702	-0.04883	-0.0117846	0.0134982	0.00894282	-0.0113689	0.0266503	0.000657613
3_Vitis_cinerea	x178_588678	NA	0.10659	-0.153927	0.0335981	-0.0501072	-0.00904046	0.00917864	0.00833395	-0.00835635	0.0189535	-0.000559462
3_Vitis_cinerea	x179_588685	NA	0.108145	-0.151951	0.0325489	-0.0490874	-0.00783042	0.0100746	0.0114034	-0.00839923	0.0329584	-0.000520449
3_Vitis_cinerea	x180_597232	NA	0.111657	-0.159422	0.0353984	-0.0556467	-0.0123955	0.017139	0.0145083	-0.0142795	0.0406043	-0.00118255
4_Vitis_aestivalis	x181_237621	237621	0.00834012	0.0301301	-0.0590829	-0.0188163	0.0978344	0.0396101	0.155151	-0.150266	-0.0768646	-0.119813
4_Vitis_aestivalis	x182_483130	NA	0.107915	0.0823682	0.0561484	0.0129733	-0.00355963	-0.0303227	-0.058962	0.0393005	-0.0255761	0.0213971
4_Vitis_aestivalis	x183_588626	NA	0.0712167	-0.0433584	0.000146948	0.00053367	0.0600569	-0.103539	-0.161654	0.153363	-0.522374	-0.0394788
4_Vitis_aestivalis	x184_588677	NA	0.0835053	0.0105871	0.0156815	0.0154041	0.0185877	-0.0468824	-0.0874911	0.0437894	-0.0915086	0.00262909
5_Vitis_labrusca	x185_483145	NA	0.118344	0.132063	0.0827342	0.0132888	-0.0330546	0.000363909	-0.0215631	0.0285929	0.0382703	0.0316448
5_Vitis_labrusca	x186_483147	NA	0.119368	0.134604	0.083229	0.0146803	-0.0311376	0.0026694	-0.0189402	0.0236455	0.0393221	0.033103
5_Vitis_labrusca	x187_483148	NA	0.119002	0.135747	0.0840974	0.0120761	-0.0369644	0.00240415	-0.0229596	0.0244501	0.0370081	0.0367285
5_Vitis_labrusca	x188_483150	NA	0.114192	0.125187	0.079365	0.0121343	-0.0305016	-0.000523888	-0.0212981	0.0232834	0.0370565	0.033748
5_Vitis_labrusca	x189_483151	NA	0.109965	0.113028	0.0731011	0.0140156	-0.0248675	-0.00234582	-0.0263919	0.0241671	0.0233755	0.0305024
5_Vitis_labrusca	x190_483153	NA	0.114131	0.123083	0.0787639	0.0142743	-0.0309656	0.00151134	-0.0194413	0.0264063	0.0330634	0.0312039
5_Vitis_labrusca	x191_483157	NA	0.120539	0.134872	0.0858873	0.014091	-0.0333847	0.00208705	-0.019513	0.0260482	0.0402945	0.0390795
5_Vitis_labrusca	x192_483160	NA	0.118121	0.133579	0.0825264	0.0148796	-0.0340243	0.00134479	-0.0197895	0.0288355	0.0358091	0.0370655
5_Vitis_labrusca	x193_483161	NA	0.12063	0.134847	0.0815966	0.0162353	-0.0300412	0.00480308	-0.0147269	0.025656	0.0377516	0.0316167
5_Vitis_labrusca	x194_483162	NA	0.118115	0.134369	0.0813335	0.0146303	-0.0343101	0.0037877	-0.0218215	0.0269115	0.0360436	0.0362536
5_Vitis_labrusca	x195_483163	NA	0.113588	0.127031	0.0385817	0.00245247	0.0435545	0.0245626	0.0889451	-0.0784632	-0.0094239	-0.0904379
5_Vitis_labrusca	x196_588165	NA	0.117696	0.12777	0.0776886	0.013439	-0.0284914	0.00118797	-0.0253107	0.0251925	0.0310016	0.0284091
5_Vitis_labrusca	x197_588169	NA	0.0872192	0.0919174	-0.0561033	-0.0212959	0.169988	0.058982	0.259621	-0.220005	-0.108467	-0.263155
5_Vitis_labrusca	x198_588182	NA	0.11947	0.134575	0.084616	0.0124624	-0.0383077	0.00240794	-0.0238432	0.0244859	0.0387483	0.0377143
5_Vitis_labrusca	x199_588194	NA	0.11557	0.129872	0.0794015	0.0144792	-0.0295194	0.00227149	-0.0165622	0.022252	0.0341258	0.0305011
5_Vitis_labrusca	x200_588583	NA	0.119497	0.135519	0.0838651	0.013795	-0.0321305	0.00298023	-0.0166206	0.0221028	0.0437637	0.0313423
5_Vitis_labrusca	x201_588584	NA	0.116431	0.126785	0.078238	0.0153765	-0.0293362	0.00315886	-0.0188993	0.02485	0.0325854	0.0272323
5_Vitis_labrusca	x202_588647	NA	0.115251	0.131719	0.0807286	0.0140348	-0.0290463	0.0042783	-0.0182882	0.022331	0.0350835	0.0308539
5_Vitis_labrusca	x203_588658	NA	0.115638	0.127081	0.063449	0.00820469	0.00130853	0.0138547	0.0300804	-0.020095	0.0190058	-0.0222135
5_Vitis_labrusca	x204_588675	NA	0.113387	0.128109	0.0447302	0.00321233	0.040039	0.0266981	0.0841671	-0.0707365	-0.0105453	-0.0815041
5_Vitis_labrusca	x205_594349	NA	0.100702	0.108484	-0.0219404	-0.0114969	0.114754	0.0436794	0.182134	-0.151995	-0.0656768	-0.162455
5_Vitis_labrusca	x206_597172	NA	0.114507	0.127353	0.0371054	0.00255049	0.0460685	0.0267555	0.0947039	-0.0792386	-0.0107784	-0.0942569
6_Vitis_palmata	x207_588152	NA	0.100087	-0.103876	-0.147676	0.540108	-0.0273133	0.02239	0.0209844	-0.00225561	0.0227929	0.00305102
6_Vitis_palmata	x208_588155	NA	0.097658	-0.0968187	-0.140874	0.513958	-0.0273363	0.0200953	0.0168465	-0.00480252	0.0166674	0.00437667
6_Vitis_palmata	x209_588201	NA	0.101321	-0.106155	-0.14949	0.546339	-0.0274626	0.021797	0.021624	-0.00231234	0.0233848	0.00379349
7_Vitis_amurensis	x210_588385	NA	0.0716338	0.051669	-0.294663	-0.101178	-0.18293	-0.127515	0.0266315	0.019863	0.0246385	0.0250646
7_Vitis_amurensis	x211_588399	588399	-0.0399288	-0.00302244	0.00502348	0.00149361	0.0101569	-0.0108605	0.00949481	0.0439611	0.0185825	-0.0219299
7_Vitis_amurensis	x212_588633	NA	0.0730161	0.053735	-0.299418	-0.100431	-0.18653	-0.126563	0.0189901	0.0243128	0.0210875	0.0255033
7_Vitis_amurensis	x213_588637	NA	0.0747677	0.0558805	-0.309281	-0.103568	-0.20398	-0.143928	0.0247442	0.0278347	0.0202247	0.0307563
7_Vitis_amurensis	x214_588640	NA	0.0736859	0.053998	-0.311634	-0.103274	-0.205452	-0.14413	0.026595	0.02568	0.0179878	0.0361354
7_Vitis_amurensis	x215_588641	NA	0.07265	0.0546227	-0.312311	-0.104083	-0.214168	-0.153797	0.0311638	0.0280213	0.0186127	0.0334872
8_Vitis_coignetiae	x216_588060	NA	0.0660367	0.0450243	-0.247171	-0.0802548	-0.0851934	-0.0531933	0.00539766	0.00949957	0.00560335	0.00145598
Vitis_spp	588282	NA	-0.0472179	0.000128502	0.00821085	0.00102931	-0.0262134	0.0183292	-0.0156194	-0.0263604	-0.00881115	-0.00456499
Vitis_spp	588501	NA	0.118415	0.131576	0.0798576	0.0121937	-0.0306122	0.00366872	-0.0212111	0.0230389	0.0406104	0.0262509
Vitis_spp	588508	NA	-0.0469506	-0.000319659	0.00831385	0.00105145	-0.0261188	0.0200993	-0.0165692	-0.0314714	-0.00888904	-0.00228552
Vitis_spp	588529	NA	0.102526	0.0782505	0.0449069	0.0107866	0.00104653	-0.0206289	-0.0516803	0.0280329	-0.0210128	0.0129998
Vitis_spp	588549	NA	0.0966512	0.0533727	0.0430017	0.0111678	0.0152883	-0.0449455	-0.082241	0.078321	-0.203989	-0.00190569
Vitis_spp	588628	NA	0.0170761	-0.00334394	-0.0154683	0.0315645	0.367399	-0.609864	-0.487679	-0.40234	0.239089	-0.126868
Vitis_spp	597293	NA	0.0685897	0.0378302	-0.2293	-0.0669551	0.171434	0.208918	-0.141772	0.0182579	0.0308183	-0.0291263
Vitis_spp	597294	NA	0.0590147	0.0447765	-0.270238	-0.0826339	0.372727	0.468878	-0.371084	0.17546	0.152207	0.185704
Vitis_spp	597295	NA	0.0682793	0.0387449	-0.230848	-0.0668594	0.174153	0.213106	-0.146286	0.0208541	0.0316326	-0.0280499
Vitis_spp	597298	NA	0.0737197	0.0591295	-0.20541	-0.0623028	0.203663	0.111924	0.185655	-0.197328	-0.105531	-0.295214
